epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
378,3427.54,0.50557,0.25992,0.90296,0.99771,1,0.995,0.94727,0.39879,0.19536,0.83864,0.000362309,0.000362309,0.000362309
379,3438.53,0.51906,0.25828,0.9013,0.99771,1,0.995,0.94743,0.39783,0.1909,0.84062,0.000359479,0.000359479,0.000359479
380,3449.49,0.50055,0.25434,0.88546,0.99764,1,0.995,0.94478,0.40401,0.19401,0.8428,0.00035665,0.00035665,0.00035665
381,3461.03,0.5291,0.26078,0.91165,0.99776,1,0.995,0.94869,0.3985,0.19186,0.84169,0.00035382,0.00035382,0.00035382
382,3471.23,0.52327,0.26554,0.89468,0.99799,1,0.995,0.94736,0.39804,0.1925,0.8405,0.000350991,0.000350991,0.000350991
383,3481.3,0.50559,0.26124,0.89726,0.99779,1,0.995,0.94661,0.40226,0.19396,0.84169,0.000348162,0.000348162,0.000348162
384,3491.33,0.51345,0.26145,0.89327,0.99785,1,0.995,0.94415,0.4044,0.19419,0.84095,0.000345332,0.000345332,0.000345332
385,3502.06,0.53205,0.26902,0.90692,0.99777,1,0.995,0.94472,0.39668,0.19169,0.83863,0.000342503,0.000342503,0.000342503
386,3512.38,0.52185,0.26547,0.89929,0.99752,1,0.995,0.94785,0.40038,0.19079,0.83876,0.000339673,0.000339673,0.000339673
387,3523.51,0.509,0.26545,0.88962,0.99757,1,0.995,0.94736,0.40695,0.19333,0.84078,0.000336844,0.000336844,0.000336844
388,3534.18,0.5175,0.26436,0.90431,0.99758,1,0.995,0.94641,0.39972,0.19228,0.83906,0.000334014,0.000334014,0.000334014
389,3544.4,0.49435,0.25116,0.88305,0.99767,1,0.995,0.94807,0.39136,0.18793,0.83663,0.000331185,0.000331185,0.000331185
390,3554.56,0.51031,0.25555,0.90428,0.99794,1,0.995,0.94746,0.3927,0.19136,0.836,0.000328356,0.000328356,0.000328356
391,3564.64,0.5005,0.25302,0.88397,0.99787,1,0.995,0.94564,0.39312,0.19072,0.83591,0.000325526,0.000325526,0.000325526
392,3574.62,0.49007,0.2524,0.89119,0.9979,1,0.995,0.94334,0.39722,0.19678,0.83705,0.000322697,0.000322697,0.000322697
393,3584.97,0.48679,0.24901,0.88783,0.99783,1,0.995,0.94278,0.39448,0.19026,0.83787,0.000319867,0.000319867,0.000319867
394,3595.81,0.49915,0.25515,0.90163,0.99784,1,0.995,0.94654,0.3933,0.18938,0.83848,0.000317038,0.000317038,0.000317038
395,3606.26,0.50767,0.26019,0.9027,0.99879,1,0.995,0.94686,0.3897,0.19099,0.83808,0.000314209,0.000314209,0.000314209
396,3616.38,0.49749,0.2579,0.90345,0.99826,1,0.995,0.9476,0.39436,0.18954,0.839,0.000311379,0.000311379,0.000311379
397,3626.18,0.49954,0.25788,0.89856,0.99824,1,0.995,0.94637,0.39554,0.19092,0.83947,0.00030855,0.00030855,0.00030855
398,3637.21,0.49172,0.2488,0.8911,0.99808,1,0.995,0.94972,0.39029,0.1878,0.83835,0.00030572,0.00030572,0.00030572
399,3648.95,0.49995,0.25361,0.88631,0.99814,1,0.995,0.94885,0.39293,0.19061,0.83832,0.000302891,0.000302891,0.000302891
400,3660.62,0.51249,0.26012,0.89463,0.99838,1,0.995,0.94621,0.39808,0.19139,0.83988,0.000300061,0.000300061,0.000300061
401,3671.86,0.49435,0.25267,0.89375,0.99834,1,0.995,0.94466,0.39925,0.18842,0.83998,0.000297232,0.000297232,0.000297232
402,3683.21,0.48875,0.2527,0.88759,0.99808,1,0.995,0.94432,0.39216,0.18808,0.83768,0.000294403,0.000294403,0.000294403
403,3694.66,0.4729,0.24516,0.88141,0.99798,1,0.995,0.947,0.38796,0.18826,0.8363,0.000291573,0.000291573,0.000291573
404,3707.66,0.50397,0.25712,0.89496,0.99868,1,0.995,0.94686,0.38734,0.18876,0.83565,0.000288744,0.000288744,0.000288744
405,3719.79,0.49346,0.24965,0.88704,0.99873,1,0.995,0.94649,0.39277,0.19009,0.83643,0.000285914,0.000285914,0.000285914
406,3731.32,0.50671,0.25665,0.89115,0.99879,1,0.995,0.9485,0.39217,0.18891,0.83675,0.000283085,0.000283085,0.000283085
407,3742.19,0.5208,0.25194,0.90451,0.99896,1,0.995,0.95031,0.38895,0.1857,0.83552,0.000280255,0.000280255,0.000280255
408,3754.24,0.48551,0.24541,0.88857,0.99824,1,0.995,0.9498,0.39276,0.18576,0.83573,0.000277426,0.000277426,0.000277426
409,3765.26,0.48762,0.25312,0.88825,0.99814,1,0.995,0.95296,0.37976,0.18289,0.83239,0.000274597,0.000274597,0.000274597
410,3777.25,0.49112,0.24891,0.89581,0.99816,1,0.995,0.95015,0.38167,0.18154,0.83238,0.000271767,0.000271767,0.000271767
411,3788.98,0.48702,0.24864,0.88395,0.99818,1,0.995,0.95042,0.38212,0.18409,0.83207,0.000268938,0.000268938,0.000268938
412,3800.21,0.47478,0.24237,0.88002,0.99816,1,0.995,0.94855,0.38439,0.18827,0.83279,0.000266108,0.000266108,0.000266108
413,3811.43,0.47554,0.24677,0.88838,0.99881,1,0.995,0.9466,0.38283,0.18511,0.83344,0.000263279,0.000263279,0.000263279
414,3822.46,0.46675,0.24531,0.89358,0.99793,1,0.995,0.94754,0.38368,0.18501,0.83532,0.00026045,0.00026045,0.00026045
415,3833.88,0.48604,0.24628,0.88995,0.99797,1,0.995,0.94811,0.37999,0.18289,0.83421,0.00025762,0.00025762,0.00025762
416,3845.17,0.49968,0.24652,0.88749,0.99809,1,0.995,0.95064,0.37824,0.18205,0.8324,0.000254791,0.000254791,0.000254791
417,3855.8,0.46851,0.24198,0.88144,0.99771,1,0.99498,0.951,0.38246,0.18257,0.83271,0.000251961,0.000251961,0.000251961
418,3866.69,0.47296,0.24276,0.88357,0.99719,1,0.99498,0.95033,0.38257,0.18121,0.83295,0.000249132,0.000249132,0.000249132
419,3877.71,0.49945,0.25019,0.89219,0.99738,1,0.99496,0.95063,0.38696,0.18433,0.83301,0.000246302,0.000246302,0.000246302
420,3888.78,0.49326,0.24525,0.89301,0.99635,0.99856,0.99499,0.95171,0.38158,0.18258,0.83306,0.000243473,0.000243473,0.000243473
421,3899.97,0.46744,0.24226,0.87638,0.99829,1,0.995,0.9529,0.37338,0.1778,0.83036,0.000240644,0.000240644,0.000240644
422,3911.26,0.48313,0.24739,0.88967,0.99813,1,0.995,0.95448,0.36536,0.17651,0.82907,0.000237814,0.000237814,0.000237814
423,3922.73,0.46552,0.24226,0.87409,0.99791,1,0.995,0.95416,0.36876,0.1773,0.82865,0.000234985,0.000234985,0.000234985
424,3933.88,0.49229,0.2487,0.89449,0.99802,1,0.995,0.95318,0.36405,0.17558,0.82733,0.000232155,0.000232155,0.000232155
425,3944.83,0.47514,0.24055,0.87866,0.9981,1,0.995,0.95162,0.36847,0.17721,0.82876,0.000229326,0.000229326,0.000229326
426,3956.13,0.47454,0.24089,0.87697,0.99818,1,0.995,0.95096,0.37133,0.17928,0.83026,0.000226497,0.000226497,0.000226497
427,3967.42,0.47226,0.24708,0.88923,0.99827,1,0.995,0.95618,0.36582,0.17737,0.82914,0.000223667,0.000223667,0.000223667
428,3978.65,0.47005,0.23896,0.88541,0.99815,1,0.995,0.95338,0.36127,0.17573,0.8281,0.000220838,0.000220838,0.000220838
429,3989.82,0.45502,0.23732,0.87413,0.99797,1,0.995,0.95327,0.364,0.17683,0.8286,0.000218008,0.000218008,0.000218008
430,4001.33,0.484,0.24448,0.8901,0.99823,1,0.995,0.95093,0.36935,0.17745,0.82967,0.000215179,0.000215179,0.000215179
431,4013.22,0.47025,0.24147,0.88383,0.99826,1,0.995,0.95022,0.36547,0.17758,0.82961,0.000212349,0.000212349,0.000212349
432,4024.93,0.4797,0.24151,0.89115,0.99834,1,0.995,0.95111,0.3608,0.17514,0.82882,0.00020952,0.00020952,0.00020952
433,4036.46,0.44201,0.22918,0.86431,0.9981,1,0.995,0.95426,0.3539,0.17558,0.82796,0.000206691,0.000206691,0.000206691
434,4048.36,0.47666,0.23692,0.8869,0.99817,1,0.995,0.95462,0.35638,0.17534,0.82825,0.000203861,0.000203861,0.000203861
435,4060.23,0.46935,0.24154,0.88455,0.99833,1,0.995,0.95628,0.3567,0.17383,0.82775,0.000201032,0.000201032,0.000201032
436,4071.53,0.46911,0.23775,0.88284,0.99901,1,0.995,0.95622,0.35591,0.17583,0.827,0.000198202,0.000198202,0.000198202
437,4083.21,0.47116,0.23823,0.88536,0.99809,1,0.995,0.95417,0.36009,0.1759,0.82774,0.000195373,0.000195373,0.000195373
438,4094.53,0.46683,0.23883,0.88725,0.99808,1,0.995,0.9544,0.36162,0.17651,0.82789,0.000192543,0.000192543,0.000192543
439,4105.92,0.46321,0.23576,0.8802,0.99826,1,0.995,0.95652,0.35735,0.1761,0.82745,0.000189714,0.000189714,0.000189714
440,4117.63,0.48024,0.23974,0.88786,0.99818,1,0.995,0.95761,0.35471,0.1751,0.82686,0.000186885,0.000186885,0.000186885
441,4129.06,0.47197,0.2399,0.88841,0.99823,1,0.995,0.95708,0.35806,0.17535,0.82805,0.000184055,0.000184055,0.000184055
442,4140.23,0.46835,0.23946,0.88004,0.99825,1,0.995,0.95604,0.35715,0.17341,0.82843,0.000181226,0.000181226,0.000181226
443,4151.07,0.47817,0.23736,0.8871,0.99819,1,0.995,0.95681,0.35766,0.1727,0.82847,0.000178396,0.000178396,0.000178396
444,4162.25,0.47119,0.24372,0.88742,0.9982,1,0.995,0.95574,0.35794,0.17267,0.82874,0.000175567,0.000175567,0.000175567
445,4173.48,0.46576,0.23814,0.88681,0.99802,1,0.995,0.95447,0.3568,0.17393,0.82814,0.000172738,0.000172738,0.000172738
446,4184.42,0.47453,0.24236,0.88401,0.998,1,0.995,0.95388,0.35922,0.17406,0.82751,0.000169908,0.000169908,0.000169908
447,4195.31,0.45485,0.22786,0.88408,0.99821,1,0.995,0.9524,0.36198,0.1729,0.8276,0.000167079,0.000167079,0.000167079
448,4206.69,0.46105,0.23219,0.87799,0.99797,1,0.995,0.95563,0.35941,0.17222,0.82717,0.000164249,0.000164249,0.000164249
449,4217.48,0.46108,0.2381,0.87974,0.99825,1,0.995,0.95644,0.35023,0.17076,0.82542,0.00016142,0.00016142,0.00016142
450,4228.45,0.46376,0.24033,0.88596,0.99825,1,0.995,0.95809,0.34998,0.17013,0.82499,0.00015859,0.00015859,0.00015859
451,4239.61,0.45988,0.2338,0.88497,0.99818,1,0.995,0.95808,0.35315,0.17108,0.82545,0.000155761,0.000155761,0.000155761
452,4250.68,0.4621,0.23615,0.88121,0.99828,1,0.995,0.95745,0.34536,0.16978,0.82463,0.000152932,0.000152932,0.000152932
453,4261.64,0.46649,0.24098,0.89187,0.99814,1,0.995,0.95651,0.34552,0.16993,0.82533,0.000150102,0.000150102,0.000150102
454,4272.41,0.46526,0.23869,0.88939,0.99821,1,0.995,0.95519,0.35422,0.17201,0.82685,0.000147273,0.000147273,0.000147273
455,4283.58,0.47305,0.2402,0.89183,0.99833,1,0.995,0.95739,0.34876,0.16922,0.82492,0.000144443,0.000144443,0.000144443
456,4294.54,0.44411,0.23514,0.8815,0.99821,1,0.995,0.95731,0.35162,0.16993,0.82485,0.000141614,0.000141614,0.000141614
457,4306.1,0.45967,0.23605,0.8839,0.99799,1,0.995,0.95799,0.34811,0.16996,0.82409,0.000138784,0.000138784,0.000138784
458,4317.1,0.43542,0.22926,0.87706,0.99792,1,0.995,0.9574,0.35086,0.16797,0.82445,0.000135955,0.000135955,0.000135955
459,4328.33,0.43977,0.22618,0.87396,0.99789,1,0.995,0.95855,0.34829,0.16781,0.8242,0.000133126,0.000133126,0.000133126
460,4339.53,0.4309,0.23418,0.87564,0.99798,1,0.995,0.95761,0.34884,0.16871,0.82447,0.000130296,0.000130296,0.000130296
461,4351.17,0.43308,0.22588,0.86905,0.99807,1,0.995,0.95843,0.34428,0.16777,0.82344,0.000127467,0.000127467,0.000127467
462,4362.07,0.46256,0.23482,0.88265,0.99822,1,0.995,0.95892,0.34374,0.16775,0.82322,0.000124637,0.000124637,0.000124637
463,4373.51,0.45191,0.23001,0.88016,0.99824,1,0.995,0.959,0.34246,0.16684,0.82298,0.000121808,0.000121808,0.000121808
464,4385,0.43179,0.22497,0.87504,0.99813,1,0.995,0.96056,0.34181,0.16755,0.82278,0.000118979,0.000118979,0.000118979
465,4396.21,0.43766,0.22499,0.87556,0.99813,1,0.995,0.96044,0.33947,0.16606,0.82248,0.000116149,0.000116149,0.000116149
466,4407.28,0.4303,0.22358,0.87212,0.99812,1,0.995,0.96066,0.3371,0.1655,0.82187,0.00011332,0.00011332,0.00011332
467,4418.24,0.45289,0.22922,0.88444,0.99807,1,0.995,0.96062,0.33854,0.16527,0.82198,0.00011049,0.00011049,0.00011049
468,4428.62,0.41658,0.22036,0.87413,0.99811,1,0.995,0.9606,0.33971,0.16563,0.82205,0.000107661,0.000107661,0.000107661
469,4439.33,0.44451,0.22849,0.8801,0.99812,1,0.995,0.9601,0.3423,0.16582,0.82256,0.000104831,0.000104831,0.000104831
470,4449.87,0.44604,0.22756,0.87826,0.99806,1,0.995,0.95783,0.34641,0.16601,0.8234,0.000102002,0.000102002,0.000102002
471,4460.67,0.42731,0.22034,0.86462,0.99748,1,0.995,0.95977,0.34489,0.16522,0.82322,9.91726e-05,9.91726e-05,9.91726e-05
472,4471.46,0.45395,0.23238,0.87752,0.99749,1,0.995,0.95964,0.34642,0.16602,0.82286,9.63432e-05,9.63432e-05,9.63432e-05
473,4482.01,0.45631,0.23337,0.87494,0.99816,1,0.995,0.96029,0.34325,0.16533,0.82215,9.35138e-05,9.35138e-05,9.35138e-05
474,4490.55,0.42354,0.21637,0.868,0.99821,1,0.995,0.96143,0.33885,0.16576,0.82139,9.06843e-05,9.06843e-05,9.06843e-05
475,4499.27,0.42098,0.22193,0.86381,0.9981,1,0.995,0.96053,0.33774,0.16519,0.8211,8.78549e-05,8.78549e-05,8.78549e-05
476,4507.65,0.42801,0.22072,0.87237,0.99798,1,0.995,0.96173,0.33359,0.16483,0.82048,8.50255e-05,8.50255e-05,8.50255e-05
477,4516.37,0.44488,0.22168,0.87258,0.99789,1,0.995,0.96188,0.32989,0.16356,0.81984,8.21961e-05,8.21961e-05,8.21961e-05
478,4525.13,0.43666,0.21983,0.88196,0.99783,1,0.995,0.96349,0.32762,0.16259,0.81946,7.93667e-05,7.93667e-05,7.93667e-05
479,4533.99,0.43045,0.2245,0.86956,0.99786,1,0.995,0.96329,0.32666,0.16271,0.81913,7.65372e-05,7.65372e-05,7.65372e-05
480,4542.53,0.43392,0.22299,0.87154,0.998,1,0.995,0.96268,0.32641,0.16301,0.81928,7.37078e-05,7.37078e-05,7.37078e-05
481,4551.02,0.43318,0.22568,0.8789,0.99809,1,0.995,0.96341,0.32716,0.16207,0.81977,7.08784e-05,7.08784e-05,7.08784e-05
482,4559.58,0.43335,0.22424,0.87987,0.99811,1,0.995,0.96242,0.32926,0.16263,0.82038,6.8049e-05,6.8049e-05,6.8049e-05
483,4568.19,0.45601,0.22946,0.88478,0.99804,1,0.995,0.96163,0.33174,0.16188,0.82092,6.52196e-05,6.52196e-05,6.52196e-05
484,4576.84,0.4144,0.22115,0.87598,0.99801,1,0.995,0.9623,0.3322,0.16353,0.82119,6.23901e-05,6.23901e-05,6.23901e-05
485,4585.52,0.43162,0.22175,0.86513,0.99796,1,0.995,0.96309,0.32963,0.16197,0.82066,5.95607e-05,5.95607e-05,5.95607e-05
486,4594.32,0.43493,0.2205,0.87839,0.99787,1,0.995,0.96237,0.32894,0.1619,0.8204,5.67313e-05,5.67313e-05,5.67313e-05
487,4603.03,0.43007,0.22578,0.86198,0.99788,1,0.995,0.96128,0.3279,0.16162,0.82051,5.39019e-05,5.39019e-05,5.39019e-05
488,4611.76,0.42396,0.22173,0.87263,0.99796,1,0.995,0.9613,0.32862,0.16156,0.82065,5.10725e-05,5.10725e-05,5.10725e-05
489,4620.66,0.43273,0.22193,0.87629,0.99803,1,0.995,0.96201,0.32949,0.1622,0.82064,4.8243e-05,4.8243e-05,4.8243e-05
490,4629.47,0.42219,0.21862,0.8763,0.99807,1,0.995,0.96251,0.32917,0.16153,0.82027,4.54136e-05,4.54136e-05,4.54136e-05
491,4673.97,0.46781,0.25544,0.87451,0.99803,1,0.995,0.96287,0.3304,0.16171,0.82022,4.25842e-05,4.25842e-05,4.25842e-05
492,4682.31,0.43175,0.21731,0.84255,0.99797,1,0.995,0.96102,0.33966,0.16511,0.82162,3.97548e-05,3.97548e-05,3.97548e-05
493,4690.59,0.40011,0.19729,0.83297,0.99796,1,0.995,0.95968,0.34748,0.16916,0.82328,3.69254e-05,3.69254e-05,3.69254e-05
494,4699.1,0.40849,0.20317,0.85043,0.99796,1,0.995,0.95933,0.34764,0.17064,0.82371,3.40959e-05,3.40959e-05,3.40959e-05
495,4707.76,0.39549,0.19723,0.82144,0.99798,1,0.995,0.95907,0.34789,0.17199,0.82366,3.12665e-05,3.12665e-05,3.12665e-05
496,4716.32,0.37758,0.18733,0.82663,0.99795,1,0.995,0.95806,0.34882,0.17082,0.8237,2.84371e-05,2.84371e-05,2.84371e-05
497,4724.78,0.38593,0.19012,0.83142,0.99791,1,0.995,0.95895,0.34722,0.16937,0.82347,2.56077e-05,2.56077e-05,2.56077e-05
498,4733.41,0.37421,0.18575,0.82992,0.9979,1,0.995,0.95915,0.34588,0.16816,0.8233,2.27783e-05,2.27783e-05,2.27783e-05
499,4741.91,0.37738,0.18617,0.82058,0.9979,1,0.995,0.95857,0.34624,0.16799,0.82348,1.99488e-05,1.99488e-05,1.99488e-05
500,4750.34,0.37887,0.18614,0.83226,0.99792,1,0.995,0.95868,0.34683,0.16779,0.82359,1.71194e-05,1.71194e-05,1.71194e-05
